X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-80.2352991,43.1455187,321015071,7528936,Pharmacy,Long Term Care Facility,St Joseph's Lifecare Centre,,,,99 Wayne Gretzky Parkway,,,Brantford,N3S6T6,2025/04/09 21:35:29+00,2025/04/09 14:46:45+00,2025/04/09 17:54:59+00,2438705
-75.7299689,45.3879776,321017314,6510,Hospital,Corporation,Royal Ottawa Mental Health Centre,,Royal Ottawa Health Care Group,,1145 Carling Avenue,,,Ottawa,K1Z7K4,2025/04/09 21:38:05+00,2025/04/09 14:50:57+00,2025/04/09 17:54:59+00,2438721
-81.6280022,44.1859451,321006659,176,Family Health Team,Main,Kincardine Family Health Team,,,,1201 Queen Street,Main Level,176,Kincardine,N2Z3C1,2025/04/09 21:33:08+00,2025/04/09 14:31:14+00,2025/04/09 17:54:59+00,2438737
-79.5011741,43.8632504,321007646,3122506,Integrated Community Health Services Centre,"Nuclear Medicine - In Vivo - Spect, Nuclear Medicine - In Vivo - General",Vaughan Cardiac Imaging,,Humber Valley Ultrasound Inc.,,191 Mcnaughton Road East,Units 404-407,,Maple,L6A4E2,2025/04/09 21:30:56+00,2025/04/09 14:33:03+00,2025/04/09 17:54:59+00,2438753
-77.3843059,44.1397121,321015079,7537999,Pharmacy,Retail Pharmacy,Rossmore Pharmacy,,,,5503 Highway 62 South,,,Belleville,K8N0L5,2025/04/09 21:32:28+00,2025/04/09 14:46:46+00,2025/04/09 17:54:59+00,2438769
-80.9634683,46.4782827,321009729,7252,Mental Health and Addiction Organization,Mental Health Services,Health Sciences North/ Horizon Santé-Nord,,,,680 Kirkwood Drive,,Practice Location,Sudbury,P3E1X3,2025/04/09 21:37:09+00,2025/04/09 14:36:50+00,2025/04/09 17:54:59+00,2438785
-79.6729228,44.4076171,321013977,6056279,Pharmacy,Retail Pharmacy,Pharma Plus #1370,,,,353 Duckworth Street,,,Barrie,L4M3X8,2025/04/09 21:30:15+00,2025/04/09 14:44:42+00,2025/04/09 17:54:59+00,2438801
-79.5516141,43.8471374,321016594,9313557,Pharmacy,Retail Pharmacy,Procare Pharmacy,,,,3420 Major Mackenzie Drive,Units 101-102,,Woodbridge,L4H4J6,2025/04/09 21:36:09+00,2025/04/09 14:49:36+00,2025/04/09 17:54:59+00,2438817
-79.3805173,43.650332,321017021,9653396,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1441,,,,333 Bay Street,,,Toronto,M5H2R2,2025/04/09 21:38:07+00,2025/04/09 14:50:25+00,2025/04/09 17:54:59+00,2438833
-76.5251998,44.2277884,321009153,4615,Community Support Service,,The Canadian Hearing Society - Kingston,,,,"221 Portsmouth Avenue, 3rd Floor",,,Kingston,K7M1V5,2025/04/09 21:35:11+00,2025/04/09 14:35:48+00,2025/04/09 17:54:59+00,2438849
-80.5147655,43.4477856,321014812,7191399,Pharmacy,Retail Pharmacy,Belgage Pharmacy,,,,525 Belmont Avenue West,,,Kitchener,N2M5E2,2025/04/09 21:32:25+00,2025/04/09 14:46:16+00,2025/04/09 17:54:59+00,2438865
-78.9603411,43.9176489,321017213,9771650,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,,,,4100 Baldwin Street South,,,Whitby,L1R3H8,2025/04/09 21:37:25+00,2025/04/09 14:50:46+00,2025/04/09 17:54:59+00,2438881
-79.3296043,43.6635309,321011212,T0093,Licensed Retirement Home,,Chartwell Avondale Retirement Residence,,,,1238 Queen Street East,,,Toronto,M4L1C3,2025/04/09 21:29:45+00,2025/04/09 14:39:32+00,2025/04/09 17:54:59+00,2438897
-77.109473,45.8274317,321013933,5994953,Pharmacy,Retail Pharmacy,Rexall,,,,215 Pembroke Street East,,,Pembroke,K8A3J8,2025/04/09 21:35:14+00,2025/04/09 14:44:38+00,2025/04/09 17:54:59+00,2438913
-79.7120045,43.7281374,321008097,3717,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,40 Finchgate Boulevard Basement,,Practice Address,Brampton,L6T3J1,2025/04/09 21:37:39+00,2025/04/09 14:33:53+00,2025/04/09 17:54:59+00,2438929
-80.9274809,46.4842842,321017923,4271,Long-Term Care Home,NH for-profit,Finlandia Hoivakoti Nursing Home,,,,233 Fourth Avenue,,,Sudbury,P3B4C3,2025/04/09 21:33:22+00,2025/04/09 16:03:49+00,2025/04/09 17:54:59+00,2438945
-81.2366691,42.9877614,321007026,2283,Mental Health and Addiction Organization,Addiction Services,Westover Treatment Centre,,,,482 Dundas Street,Dundas Street Centre United Church,Practice Location,London,N6B1V5,2025/04/09 21:29:39+00,2025/04/09 14:31:55+00,2025/04/09 17:54:59+00,2438961
-77.2567219,45.8934749,321007926,3455,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,154 Civic Centre Road,,Practice Address,Petawawa,K8H2E6,2025/04/09 21:31:19+00,2025/04/09 14:33:34+00,2025/04/09 17:54:59+00,2438977
-79.5104530999999,43.68241,321017010,9647313,Pharmacy,Retail Pharmacy,Metro Drugs,,,,320 Scarlett Road,,,Toronto,M9A4S4,2025/04/09 21:32:29+00,2025/04/09 14:50:23+00,2025/04/09 17:54:59+00,2438993
-79.4141625,43.7753775,321012965,4373957,Pharmacy,Retail Pharmacy,Metro Pharmacy #540,,,,5383 Yonge Street,,,Toronto,M2N5R6,2025/04/09 21:37:20+00,2025/04/09 14:42:51+00,2025/04/09 17:54:59+00,2439009
-79.3747226,43.6582535,321013845,5854998,Pharmacy,Retail Pharmacy,Jarvis St. Apothecary,,,,275 Jarvis Street,,,Toronto,M5B2P2,2025/04/09 21:29:57+00,2025/04/09 14:44:28+00,2025/04/09 17:54:59+00,2439025
-80.0338291,42.9809887,321008948,4391,Community Support Service,,Mississaugas Of The New Credit First Nation,,,,"R. R. #6,",,,Haldimand County,N0A1H0,2025/04/09 21:35:24+00,2025/04/09 14:35:25+00,2025/04/09 17:54:59+00,2439041
-78.7340227,44.3531937,321009336,5266,Mental Health and Addiction Organization,Mental Health Services,Ontario Shores Centre For Mental Health Sciences,,,,37 Lindsay Street South,,Practice Location,Lindsay,K9V2L9,2025/04/09 21:38:01+00,2025/04/09 14:36:07+00,2025/04/09 17:54:59+00,2439057
-79.7875988,43.7246576,321014953,7378633,Pharmacy,Retail Pharmacy,Rexall #8177,,,,10425 Kennedy Road North,,,Brampton,L6Z0A4,2025/04/09 21:33:16+00,2025/04/09 14:46:31+00,2025/04/09 17:54:59+00,2439073
-76.4937774,44.2340195,321012927,4311756,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #603,,,,445 Princess Street,,,Kingston,K7L1C3,2025/04/09 21:30:55+00,2025/04/09 14:42:47+00,2025/04/09 17:54:59+00,2439089
-83.0736786,42.3029886,321011049,S0353,Licensed Retirement Home,,Cardinal Place,,,,3140 Peter Street,,,Windsor,N9C1H3,2025/04/09 21:32:18+00,2025/04/09 14:39:14+00,2025/04/09 17:54:59+00,2439105
-80.2049809,42.7880785,321012678,3819336,Pharmacy,Retail Pharmacy,Roulston's Pharmacy,,,,414 Main Street,,,Port Dover,N0A1N0,2025/04/09 21:35:20+00,2025/04/09 14:42:19+00,2025/04/09 17:54:59+00,2439121
-79.3854747,43.6606417,321013939,6003479,Pharmacy,Retail Pharmacy,Rexall #745,,,,C216-777 Bay Street,,,Toronto,M5G2C8,2025/04/09 21:37:42+00,2025/04/09 14:44:38+00,2025/04/09 17:54:59+00,2439137
-79.8786494,44.7389683,321016290,9045838,Pharmacy,Long Term Care Facility,The Villa Care Centre,,,,658 King Street,,,Midland,L4R4P3,2025/04/09 21:32:55+00,2025/04/09 14:49:02+00,2025/04/09 17:54:59+00,2439153
-79.3990172,43.8412731,321009844,7936930,Integrated Community Health Services Centre,"Sleep Studies, Pulmonary Function A - Pure Screening",Richmond Hill Sleep And Lung Institute,,2099996 Ontario Inc.,,330 Highway 7 East,Unit 205,,Richmond Hill,L4B3P8,2025/04/09 21:36:05+00,2025/04/09 14:37:03+00,2025/04/09 17:54:59+00,2439169
-79.4021882,43.6464786,321006841,2020,HIV AIDS and Hep C Program,CBAESP,Centre Francophone Du Grand Toronto,Centre Francophone Du Grand Toronto,,,555 Richmond Street West,"Unit 303, P.O. Box 600",Practice Location,Toronto,M5V3B1,2025/04/09 21:31:46+00,2025/04/09 14:31:35+00,2025/04/09 17:54:59+00,2439185
-79.7413919,43.654,321016269,9021836,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1368,,,,7900 Mclaughlin Road South,,,Brampton,L6Y5A7,2025/04/09 21:35:04+00,2025/04/09 14:49:00+00,2025/04/09 17:54:59+00,2439201
-79.4721357,43.7662865,321007513,30697,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,North York General Hospital,,,,2 Champagne Drive,Suite: Unit E8,Administration And Practice Location,North York,M3J2C5,2025/04/09 21:34:43+00,2025/04/09 14:32:49+00,2025/04/09 17:54:59+00,2439217
-79.6348553,43.732921,321012537,3503079,Pharmacy,Retail Pharmacy,Good Luck Pharmacy,,,,4025 Brandon Gate Drive,,,Mississauga,L4T3Z9,2025/04/09 21:36:43+00,2025/04/09 14:42:03+00,2025/04/09 17:54:59+00,2439233
-79.0906139,43.0954223,321008225,3854,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,5400 Portage Road,,Practice Address,Niagara Falls,L2G5X7,2025/04/09 21:30:12+00,2025/04/09 14:34:07+00,2025/04/09 17:54:59+00,2439249
-79.6959629,43.7079149,321014312,6522514,Pharmacy,Retail Pharmacy,Polycare Pharmacy,,,,6-68 Bramalea Road,,,Brampton,L6T0H2,2025/04/09 21:31:48+00,2025/04/09 14:45:20+00,2025/04/09 17:54:59+00,2439265
-79.6885751,43.6146813,321012643,3724991,Pharmacy,Retail Pharmacy,The Drugstore Pharmacy #1003,,,,5970 Mclaughlin Road,,,Mississauga,L5R3X9,2025/04/09 21:35:01+00,2025/04/09 14:42:15+00,2025/04/09 17:54:59+00,2439281
-79.6322175,43.6970034,321016239,8988875,Pharmacy,Retail Pharmacy,Well.Ca Pharmacy East,,,,C-6655 Airport Road,,,Mississauga,L4V1V8,2025/04/09 21:34:20+00,2025/04/09 14:48:56+00,2025/04/09 17:54:59+00,2439297
-79.7283504,44.3253459,321015691,8351115,Pharmacy,Retail Pharmacy,Quickpill,,,,6-555 Mapleview Drive West,,,Barrie,L4N8G5,2025/04/09 21:30:43+00,2025/04/09 14:47:54+00,2025/04/09 17:54:59+00,2439313
-78.7479088,44.3422889,321014416,6677893,Pharmacy,Long Term Care Facility,Frost Manor Nursing Home,,,,225 Mary Street West,,,Lindsay,K9V5K3,2025/04/09 21:36:12+00,2025/04/09 14:45:32+00,2025/04/09 17:54:59+00,2439329
-79.7682857,43.6947548,321009584,6306400,Integrated Community Health Services Centre,"Bone Mineral Dxa, Fluoroscopy, Mammography, Radiography, General Ultrasound",Ontario Diagnostic Centre (ODC) Brampton,,7523203 Canada Inc.,,36 Vodden Street East,Suite 104,,Brampton,L6V4H4,2025/04/09 21:35:35+00,2025/04/09 14:36:33+00,2025/04/09 17:54:59+00,2439345
-79.5741245,43.7662039000001,321015083,7545953,Pharmacy,Long Term Care Facility,Villa Leonardo Gambin,,,,40 Friuli Crt,,,Woodbridge,L4L9T3,2025/04/09 21:34:47+00,2025/04/09 14:46:46+00,2025/04/09 17:54:59+00,2439361
-82.3906072,42.9769324,321006341,11612,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Bluewater Health,,,,89 Norman Street,,Administration And Practice Location,Sarnia,N7T6S3,2025/04/09 21:34:23+00,2025/04/09 14:30:31+00,2025/04/09 17:54:59+00,2439377
-79.3119613,43.7054552,321011876,185739,Pharmacy,Long Term Care Facility,St. Clair/O'Connor Comm. Nh,,,,2703 St Clair Avenue East,,,Toronto,M4B3M3,2025/04/09 21:37:22+00,2025/04/09 14:40:48+00,2025/04/09 17:54:59+00,2439393
-79.3958375,43.6969404,321016478,9206995,Pharmacy,Retail Pharmacy,Yonge Health Pharmacy,,,,1849 Yonge Street,,,Toronto,M4S1Y2,2025/04/09 21:36:42+00,2025/04/09 14:49:23+00,2025/04/09 17:54:59+00,2439409
-79.3612166,43.7714428,321007131,2460946,Integrated Community Health Services Centre,"General Ultrasound, Vascular Ultrasound",York Ultrasound Consultants,,York X-Ray Management Limited,,1333 Sheppard Avenue East,Suite 100,,North York,M2J1V1,2025/04/09 21:35:50+00,2025/04/09 14:32:07+00,2025/04/09 17:54:59+00,2439425
-75.8457399,45.1903537,321014880,7271757,Pharmacy,Retail Pharmacy,Richmond IDA Pharmacy,,,,6265 Perth Street,,,Richmond,K0A2Z0,2025/04/09 21:32:40+00,2025/04/09 14:46:23+00,2025/04/09 17:54:59+00,2439441
-79.761148,43.3719345,321013520,5332437,Pharmacy,Retail Pharmacy,Queen's Medical Pharmacy,,,,C105-666 Appleby Line,,,Burlington,L7L5Y3,2025/04/09 21:34:43+00,2025/04/09 14:43:52+00,2025/04/09 17:54:59+00,2439457
-79.6872408,43.6042304,321014467,6737258,Pharmacy,Long Term Care Facility,Yee Hong Centre For Geriatric,,,,5510 Mavis Road,Care-Mississauga,,Mississauga,L5V2X5,2025/04/09 21:37:17+00,2025/04/09 14:45:38+00,2025/04/09 17:54:59+00,2439473
-80.4221963,43.4283715,321016563,9285515,Pharmacy,Retail Pharmacy,Shakers Pharmacy,,,,9-1601 River Road East,,,Kitchener,N2A3Y4,2025/04/09 21:33:31+00,2025/04/09 14:49:33+00,2025/04/09 17:54:59+00,2439489
-77.5499992,44.3003114,321013634,5513875,Pharmacy,Retail Pharmacy,Pharmasave,,,,2-160 North Street,,,Stirling,K0K3E0,2025/04/09 21:29:59+00,2025/04/09 14:44:05+00,2025/04/09 17:54:59+00,2439505
-75.69705,45.4163279,321006210,101094,HIV AIDS and Hep C Program,CBAESP,Bruce House,,,,251 Bank Street,Suite 402,Practice Location,Ottawa,K2P1X3,2025/04/09 21:35:34+00,2025/04/09 14:30:15+00,2025/04/09 17:54:59+00,2439521
-79.5416917,43.7507301,321015501,8118477,Pharmacy,Retail Pharmacy,Weston Discount Pharmacy,,,,B-3473 Weston Road,,,North York,M9M0G4,2025/04/09 21:38:04+00,2025/04/09 14:47:33+00,2025/04/09 17:54:59+00,2439537
-83.5634704,46.2632908,321012307,2999116,Pharmacy,Long Term Care Facility,Algoma Manor Nursing Home,,,,145 Dawson Street,,,Thessalon,P0R1L0,2025/04/09 21:33:08+00,2025/04/09 14:41:36+00,2025/04/09 17:54:59+00,2439553
-79.4449498,43.7195228,321008715,422143,Community Health Centre,Main,Unison Health And Community Services Lawrence Heights,,,,12 Flemington Road,,,Toronto,M6A2N4,2025/04/09 21:30:52+00,2025/04/09 14:35:00+00,2025/04/09 17:54:59+00,2439569
-81.9989389,43.1787367,321009058,4508,Community Support Service,,Chippewas Of Kettle And Stony Point Home Support Program,,,,"6247 Indian Lane, R. R. 2",,,Lambton Shores,N0N1J0,2025/04/09 21:32:11+00,2025/04/09 14:35:37+00,2025/04/09 17:54:59+00,2439585
-81.3368788,48.4756202,321009047,4496,Community Support Service,,The Canadian Red Cross Society-On Zone-Timmins & District Branch,,,,"60 Wilson Avenue, Suite 202",,,Timmins,P4N2S7,2025/04/09 21:37:16+00,2025/04/09 14:35:36+00,2025/04/09 17:54:59+00,2439601
-79.7398087,43.5404074,321013145,469193,Pharmacy,Retail Pharmacy,Angel Pharmacy,,,,3955 Erin Centre Boulevard,,,Mississauga,L5M0H1,2025/04/09 21:30:13+00,2025/04/09 14:43:11+00,2025/04/09 17:54:59+00,2439617
-80.2471604999999,43.1693511,321014748,7114632,Pharmacy,Retail Pharmacy,Blue Ridge Pharmacy,,,,5 - 595 West Street,,,Brantford,N3R7C5,2025/04/09 21:35:37+00,2025/04/09 14:46:09+00,2025/04/09 17:54:59+00,2439633
-80.2781625,43.3445447,321014354,6578839,Pharmacy,Retail Pharmacy,Myers Pharmacy,,,,107-685 Myers Road,,,Cambridge,N1R5S2,2025/04/09 21:37:55+00,2025/04/09 14:45:25+00,2025/04/09 17:54:59+00,2439649
-79.2416467,43.1163615,321006989,2246,Public Health Unit Office,,Niagara Region Public Health Department,Bureau De Santé De La Région Du Niagara,,,1815 Sir Isaac Brock Way,"Post Office Box 1052, Station Main",Administrative Office,Thorold,L2V0A2,2025/04/09 21:36:27+00,2025/04/09 14:31:51+00,2025/04/09 17:54:59+00,2439665
-83.0201387,42.2851636,321007711,31462,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Youth Wellness Hubs Ontario,,,,215 Eugenie Street West,Suite: 106,Practice Location,Windsor,N8X2X7,2025/04/09 21:35:31+00,2025/04/09 14:33:11+00,2025/04/09 17:54:59+00,2439681
-79.4093602,43.65636,321008248,3878,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,474 College Street,,Practice Address,Toronto,M6G1A4,2025/04/09 21:32:12+00,2025/04/09 14:34:09+00,2025/04/09 17:54:59+00,2439697
-79.4463145,46.3193323,321017910,2127,Long-Term Care Home,MHFA,Cassellholme,,,,400 Olive Street,,,North Bay,P1B6J4,2025/04/09 21:37:23+00,2025/04/09 16:03:50+00,2025/04/09 17:54:59+00,2439713
-80.19251,43.0553479,321014505,6800072,Pharmacy,Retail Pharmacy,Ohsweken Best Care,,,,753 Sour Spings Road Rr6,,,Hagersville,N0A1H0,2025/04/09 21:36:25+00,2025/04/09 14:45:42+00,2025/04/09 17:54:59+00,2439729
-80.431139,43.4554184,321012097,2437312,Pharmacy,Retail Pharmacy,Food Basics Pharmacy #560,,,,1405 Ottawa Street North,,,Kitchener,N2A1H3,2025/04/09 21:37:59+00,2025/04/09 14:41:13+00,2025/04/09 17:54:59+00,2439745
-79.7650965,43.5827714,321012778,4028876,Pharmacy,Retail Pharmacy,Meadowvale Pharmacy,,,,9A-6750 Winston Churchill Boulevard,,,Mississauga,L5N4C4,2025/04/09 21:35:06+00,2025/04/09 14:42:30+00,2025/04/09 17:54:59+00,2439761
-81.4810333,43.3436752,321017457,6550,Hospital,Corporation,South Huron Hospital,,South Huron Hospital,,24 Huron St. West,,,Exeter,N0M1S2,2025/04/09 21:37:42+00,2025/04/09 14:51:13+00,2025/04/09 17:54:59+00,2439777
-79.6678802,44.41625,321010819,N0414,Licensed Retirement Home,,Amica Little Lake,,,,70 Lakeside Terrace,,,Barrie,L4M0J2,2025/04/09 21:33:16+00,2025/04/09 14:38:47+00,2025/04/09 17:54:59+00,2439793
-79.7460249,43.7466796,321013712,5641031,Pharmacy,Retail Pharmacy,Bramdale Pharmacy,,,,3-945 Peter Robertson Boulevard,,,Brampton,L6R2R6,2025/04/09 21:29:41+00,2025/04/09 14:44:13+00,2025/04/09 17:54:59+00,2439809
-80.9275525,44.5607869,321017649,1137,Long-Term Care Home,MHFA,Lee Manor Home,,,,875 Sixth Street East,,,Owen Sound,N4K5W5,2025/04/09 21:35:08+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2439825
-75.6716005,45.3841815,321006527,1464810,Integrated Community Health Services Centre,"Pulmonary Function A - Pure Screening, Pulmonary Function B - Lung Volumes & Diffusion, Pulmonary Function - Other Fee Codes, Pulmonary Function C - Escalated Testing",Bank Respiratory Services,,Dr. Omar Kify Medicine Professional Corporation,,1385 Bank Street,Suite 515,,Ottawa,K1H8N4,2025/04/09 21:37:45+00,2025/04/09 14:30:58+00,2025/04/09 17:54:59+00,2439841
-79.2836453,43.821105,321007617,3111683,Integrated Community Health Services Centre,"Radiography, General Ultrasound",Brimley Wenlock X-Ray & Ultrasound,,2478187 Ontario Limited,,3333 Brimley Road,Unit D,,Scarborough,M1V2J7,2025/04/09 21:36:32+00,2025/04/09 14:33:00+00,2025/04/09 17:54:59+00,2439857
-78.2884092,43.9545434,321011893,1902212,Pharmacy,Long Term Care Facility,Hope Street Terrace,,,,20 Hope Street,,,Port Hope,L1A2M8,2025/04/09 21:31:23+00,2025/04/09 14:40:49+00,2025/04/09 17:54:59+00,2439873
-82.8969853,42.3111452,321011832,1702679,Pharmacy,Retail Pharmacy,IDA Tlc Pharmacy,,,,11811 Tecumseh Road East,,,Tecumseh,N8N1L8,2025/04/09 21:34:52+00,2025/04/09 14:40:43+00,2025/04/09 17:54:59+00,2439889
-79.7766847,43.176902,321006582,16104,Integrated Community Health Services Centre,"Nuclear Medicine - In Vivo - General, Nuclear Medicine - In Vivo - Spect",Kmh Cardiology Centres Inc.,,Kmh Cardiology Centres Inc.,,35 Upper Centennial Parkway,Suite 3G,,Stoney Creek,L8J3W2,2025/04/09 21:34:12+00,2025/04/09 14:31:05+00,2025/04/09 17:54:59+00,2439905
-81.0078647,46.4578143,321009427,5642199,Integrated Community Health Services Centre,General Ultrasound,Neo Fertility Services,,2601398 Ontario Inc.,,1596 Regent Street,,,Sudbury,P3E3Z6,2025/04/09 21:30:56+00,2025/04/09 14:36:17+00,2025/04/09 17:54:59+00,2439921
-82.41655,49.4195706,321012658,3766437,Pharmacy,Retail Pharmacy,Loblaw Pharmacy,,,,55 Brunetville Road,,,Kapuskasing,P5N2E8,2025/04/09 21:33:43+00,2025/04/09 14:42:16+00,2025/04/09 17:54:59+00,2439937
-79.2392305,42.974413,321015532,8155471,Pharmacy,Retail Pharmacy,Welland Life Compounding Phcy,,,,838 Ontario Road,,,Welland,L3B5E2,2025/04/09 21:36:15+00,2025/04/09 14:47:36+00,2025/04/09 17:54:59+00,2439953
-80.1980246,44.4994459,321017974,1831,Long-Term Care Home,NH for-profit,Bay Haven Nursing Home,,,,499 Hume Street,,,Collingwood,L9Y4H8,2025/04/09 21:37:00+00,2025/04/09 16:03:50+00,2025/04/09 17:54:59+00,2439969
-81.1406491,43.2595784,321013607,5460618,Pharmacy,Long Term Care Facility,Wildwood Nursing Home,,,,Rural Route 2,,,St Mary's,N0M2V0,2025/04/09 21:34:38+00,2025/04/09 14:44:02+00,2025/04/09 17:54:59+00,2439985
-79.3988865,43.7071155,321014039,6119639,Pharmacy,Retail Pharmacy,Rexall #2055,,,,2300 Yonge Street,,,Toronto,M4P1E4,2025/04/09 21:34:24+00,2025/04/09 14:44:49+00,2025/04/09 17:54:59+00,2440001
-79.3362547,43.7238978,321006731,186,Family Health Team,Main,Don Mills Family Health Team,,,,20 Wynford Drive,Unit 200,186,Toronto,M3C1J4,2025/04/09 21:30:28+00,2025/04/09 14:31:23+00,2025/04/09 17:54:59+00,2440017
-79.6608965,43.5781513,321015993,8705038,Pharmacy,Retail Pharmacy,Urban Pharmacy,,,,B4-900 Rathburn Road West,,,Mississauga,L5C4L3,2025/04/09 21:35:53+00,2025/04/09 14:48:28+00,2025/04/09 17:54:59+00,2440033
-78.4487921,44.1506945,321015311,7868435,Pharmacy,Retail Pharmacy,Millbrook Pharmacy,,,,8 King Street East,,,Millbrook,L0A1G0,2025/04/09 21:38:09+00,2025/04/09 14:47:12+00,2025/04/09 17:54:59+00,2440049
-79.2165093,43.7441244,321012552,3533199,Pharmacy,Retail Pharmacy,Markham Eglinton Pharmacy,,,,3250 Eglinton Avenue East,,,Scarborough,M1J2H6,2025/04/09 21:36:57+00,2025/04/09 14:42:04+00,2025/04/09 17:54:59+00,2440065
-79.8609064,43.8661514,321012981,4401579,Pharmacy,Retail Pharmacy,Caledon East Pharmacy,,,,15771 Airport Road Unit 1,,,Caledon East,L7C1K2,2025/04/09 21:31:26+00,2025/04/09 14:42:53+00,2025/04/09 17:54:59+00,2440081
-81.1127688,46.5520781,321010352,999109,Seniors Active Living Centre,,Club Accueil Age D'Or Azilda,Club Accueil Age D'Or Azilda,,,64 Notre Dame Street East Cp 434,,,Azilda,P0M1B0,2025/04/09 21:32:57+00,2025/04/09 14:37:58+00,2025/04/09 17:54:59+00,2440097
-93.3899867,48.6073111,321009100,4556,Mental Health and Addiction Organization,Mental Health Services,"Riverside Health Care Facilities, Inc.",,,,209 Armit Avenue,,Practice Location,Fort Frances,P9A2H1,2025/04/09 21:33:58+00,2025/04/09 14:35:42+00,2025/04/09 17:54:59+00,2440113
-79.4148086,43.6551175,321008265,3895,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Alpha Laboratories Incorporated,,,,622 College Street Suite 203,,Practice Address,Toronto,M6G1B6,2025/04/09 21:33:34+00,2025/04/09 14:34:11+00,2025/04/09 17:54:59+00,2440129
